IDX	최초 출현 연도	색인표제어	등재표제어	조어 유형	원어	어종	품사	전문분야	의미 영역	X년 Y월 신어
2022-0262	2022	짜짜박박	짜짜빡빡			고+고+고+고	「부」			【2021년 9월 신어】
2022-0263	2022	짠내사업가	짠^내^사업가		(짠내事業家)	고^고^한		『경제』		【2022년 6월 신어】
2022-0264	2022	짬처리론	짬 처리론		(짬處理論)	고_한	「구」			【2021년 10월 신어】
2022-0265	2022	첫만남지원금	첫^만남^지원금		(첫만남支援金)	고^고^한		『복지』		【2021년 12월 신어】
2022-0266	2022	청년내일저축계좌	청년^내일^저축^계좌		(靑年來日貯蓄計座)	한^한^한^한		『복지』		【2021년 6월 신어】
2022-0267	2022	청년도약계좌	청년^도약^계좌		(靑年跳躍計座)	한^한^한		『복지』		【2021년 10월 신어】
2022-0268	2022	청와대해체론	청와대^해체론		(靑瓦臺解體論)	한^한		『정치』		【2022년 1월 신어】
2022-0269	2022	카카오방지법	카카오^방지법		(Kakao防止法)	영^한		『법률』		【2021년 9월 신어】
2022-0270	2022	카풀팸	카풀-팸		(<영>▼car pool fam)	영+영	「명」			【2022년 6월 신어】
2022-0271	2022	카플레이션	카플레이션		(<영>carflation)	영	「명」	『경제』		【2021년 12월 신어】
2022-0272	2022	캘박	캘박		(<영>calendar剝)	영+한	「명」			【2021년 12월 신어】
2022-0273	2022	커팅족	커팅-족		(<영>cutting族)	영+한	「명」			【2022년 6월 신어】
2022-0274	2022	코끝여	코끝여		(<영>←corona virus끝旅)	영+고+한	「명」			【2021년 9월 신어】
2022-0275	2022	코내기	코내기		(<영>←corona virus내기)	영+고	「명」			【2022년 4월 신어】
2022-0276	2022	코로나극복국민참여방역운동본부	코로나^극복^국민^참여^방역^운동^본부		(<영>←corona virus克服國民參與防疫運動本部)	영^한^한^한^한^한^한		『보건 일반』		【2021년 9월 신어】
2022-0277	2022	코림픽	코림픽		(<영>▼←corona virus Olympics)	영+영	「명」			【2021년 7월 신어】
2022-0278	2022	코비드플레이션	코비드플레이션		(<영>covidflation)	영	「명」	『경제』		【2022년 6월 신어】
2022-0279	2022	쿠팡세대	쿠팡^세대		(Coupang世代)	영^한		『사회 일반』		【2021년 12월 신어】
2022-0280	2022	킹노잼	킹-노잼		(<영>king no잼)	영+(영+고)	「명」			【2022년 1월 신어】
2022-0281	2022	킹받다	킹-받다		(<영>king받다)	영+고	「동」			【2021년 12월 신어】
2022-0282	2022	탄소중립시민회의	탄소^중립^시민^회의		(炭素中立市民會議)	한^한^한^한		『환경』		【2021년 7월 신어】
2022-0283	2022	탄소중립직불제	탄소^중립^직불제		(炭素中立直拂制)	한^한^한		『경제』		【2021년 9월 신어】
2022-0284	2022	탕핑족	탕핑-족		(<중>tangping[躺平]族)	중+한	「명」	『사회 일반』		【2021년 6월 신어】
2022-0285	2022	파산핑	파산핑		(破産←Teenieping)	한+영	「명」			【2022년 4월 신어】
2022-0286	2022	파이브지위성다중연결망	파이브^지^위성^다중^연결망		(<영>five G衛星多重連結網)	영^영^한^한^한		『정보·통신』		【2022년 1월 신어】
2022-0287	2022	팥붕	팥붕			고+고	「명」			【2021년 12월 신어】
2022-0288	2022	퍼피시네마	퍼피 시네마		(<영>▼puppy cinema)	영_영	「구」			【2022년 4월 신어】
2022-0289	2022	펫플로깅	펫-플로깅		(<영>▼pet plogging)	영+영	「명」			【2021년 9월 신어】
2022-0290	2022	포켓못런	포켓몬 런		(Pokémon<영>run)	일_영	「구」			【2022년 3월 신어】
2022-0291	2022	폴리서치	폴리서치		(<영>▼←politics research)	영+영	「명」			【2022년 2월 신어】
2022-0292	2022	퐁퐁남	퐁퐁-남		(퐁퐁男)	고+한	「명」			【2021년 10월 신어】
2022-0293	2022	퐁퐁단	퐁퐁-단		(퐁퐁團)	고+한	「명」			【2021년 10월 신어】
2022-0294	2022	퐁퐁시티	퐁퐁 시티		(퐁퐁<영>city)	고_영	「구」			【2021년 10월 신어】
2022-0295	2022	표미새	표미새		(票미새)	한+고	「명」			【2022년 3월 신어】
2022-0296	2022	푸틴플레이션	푸틴플레이션		(<영>putinflation)	영	「명」	『경제』		【2022년 4월 신어】
2022-0297	2022	프렌드쇼어링	프렌드^쇼어링		(<영>friend shoring)	영^영		『경제』		【2022년 1월 신어】
2022-0298	2022	프로토니즘	프로토니즘 이론		(<영>protonism理論)	영_한	「구」			【2021년 8월 신어】
2022-0299	2022	프로틴플레이션	프로틴플레이션		(<영>▼protein←inflation)	영+영	「명」	『경제』		【2021년 8월 신어】
2022-0300	2022	플랫폼분쟁조정위	플랫폼^분쟁^조정위		(<영>platform分爭調停委)	영^한^한		『행정』		【2021년 7월 신어】
2022-0301	2022	피해회복국가책임제	피해^회복^국가^책임제		(被害回復國家責任制)	한^한^한		『복지』		【2022년 3월 신어】
2022-0302	2022	해산물주의자	해산물주의-자		(海産物주의자)	한+고	「명」			【2021년 11월 신어】
2022-0303	2022	해오름권광역자족거점	해^오름권^광역^자족^거점		(해오름圈廣域自足據點)	고^(고+한)^한^한^한		『건설』		【2022년 1월 신어】
2022-0304	2022	해치펫트롤	해치 펫트롤		(해치<영>pet←patrol)	고_영_영	「구」			【2022년 4월 신어】
2022-0305	2022	헬시플레저	헬시플레저		(<영>▼healthy pleasure)	영+영	「명」			【2021년 10월 신어】
2022-0306	2022	호드백	호드백		(好<영>←feedback)	한+영	「명」			【2022년 4월 신어】
2022-0307	2022	호모미그라티오	호모 미그라티오		(<라>homo migratio)	라_라	「구」			【2021년 7월 신어】
2022-0308	2022	혼놀로그	혼놀로그		(혼놀<영>←vlog)	한+영	「명」			【2022년 6월 신어】
2022-0309	2022	홀리몰리과카몰리	홀리몰리 과카몰리		(<영>▼holymoly guacamole	영_영	「구」			【2022년 1월 신어】
2022-0310	2022	회슬라	회슬라		(膾←Tesla)	한+영	「명」			【2022년 4월 신어】
2023-0001	2023	가상근무표	가상 근무표		(假想勤務表)	한_한	「구」			【2023년 3월 신어】
2023-0002	2023	감사완박	감사완박		(監査完剝)	한+한+한+한	「명」			【2022년 9월 신어】
2023-0003	2023	감사완박법	감사완박-법		(監査完剝法)	한+한	「명」	『법률』		【2022년 9월 신어】
2023-0004	2023	감형스펙	감형 스펙		(減刑<영>spec)	한_영	「구」			【2023년 2월 신어】
2023-0005	2023	갓산직	갓산직		(<영>god産職)	영+한	「명」			【2023년 2월 신어】
2023-0006	2023	갓생족	갓생-족		(<영>god生族)	(영+한)+한	「명」			【2023년 2월 신어】
2023-0007	2023	강제매수법	강제^매수법		(強制買收法)	한^한		『법률』		【2023년 1월 신어】
2023-0008	2023	개발워싱	개발^워싱		(開發<영>washing)	한^영		『정치』		【2023년 6월 신어】
2023-0009	2023	개인채무자보호법	개인^채무자^보호법		(個人債務者保護法)	한^한^한		『법률』		【2022년 10월 신어】
2023-0010	2023	거르주아	거르주아		(거<프>←bourgeois)	고+프	「명」			【2023년 5월 신어】
2023-0011	2023	건강보정기대수명	건강^보정^기대^수명		(健康補正期待壽命)	한^한^한^한		『사회 일반』		【2023년 4월 신어】
2023-0012	2023	건폭몰이	건폭 몰이		(建暴몰이)	한_고	「구」			【2023년 2월 신어】
2023-0013	2023	건폭수사	건폭 수사		(建暴搜査)	한_한	「구」			【2023년 2월 신어】
2023-0014	2023	검수원복	검수원복		(檢授原復)	한+한+한+한	「명」			【2022년 8월 신어】
2023-0015	2023	검수원복법	검수원복-법		(檢搜原復法)	한+한	「명」	『법률』		【2022년 8월 신어】
2023-0016	2023	검주국가	검주^국가		(檢主國家)	한^한		『정치』		【2023년 2월 신어】
2023-0017	2023	겟생	겟-생		(<영>get生)	영+한	「명」			【2022년 10월 신어】
2023-0018	2023	경제완박	경제완박		(經濟完박)	한+한+한+고	「명」			【2022년 12월 신어】
2023-0019	2023	계묘국치	계묘-국치		(癸卯國恥)	한+한	「명」			【2023년 3월 신어】
2023-0020	2023	계묘군란	계묘-군란		(癸卯軍亂)	한+한	「명」			【2023년 3월 신어】
2023-0021	2023	계묘늑약	계묘-늑약		(癸卯勒約)	한+한	「명」			【2023년 3월 신어】
2023-0022	2023	계약정원제	계약^정원제		(契約定員制)	한^한		『교육』		【2022년 7월 신어】
2023-0023	2023	고등평생교육특별회계	고등^평생^교육^특별^회계		(高等平生敎育特別會計)	한^한^한^한^한		『행정』		【2022년 7월 신어】
2023-0024	2023	고특법	고특-법		(高特法)	한+한	「명」	『법률』		【2022년 11월 신어】
2023-0025	2023	고특회계	고특^회계		(高特會計)	한^한		『행정』		【2022년 7월 신어】
2023-0026	2023	곱게팅	곱게팅		(곱<영>getting)	고+영	「명」			【2022년 10월 신어】
2023-0027	2023	공공반납기	공공 반납기		(公共返納器)	한_한	「구」			【2022년 12월 신어】
2023-0028	2023	공공반납처	공공 반납처		(公共返納處)	한_한	「구」			【2022년 11월 신어】
2023-0029	2023	관광워싱	관광^워싱		(觀光<영>washing)	한^영		『정치』		【2023년 6월 신어】
2023-0030	2023	괌옥	괌-옥		(Guam獄)	영+한	「명」			【2023년 5월 신어】
2023-0031	2023	교육자유특구법	교육^자유^특구법		(敎育自由特區法)	한^한^한		『법률』		【2023년 1월 신어】
2023-0032	2023	국가인재양성기본법	국가^인재^양성^기본법		(國家人材養成基本法)	한^한^한^한		『법률』		【2023년 1월 신어】
2023-0033	2023	국폭01	국폭01		(國暴)	한+한	「명」	『정치』		【2023년 2월 신어】
2023-0034	2023	국폭02	국폭02		(國暴)	한+한	「명」			【2023년 2월 신어】
2023-0035	2023	군졸교과서	군졸^교과서		(軍卒敎科書)	한^한		『교육』		【2023년 3월 신어】
2023-0036	2023	군중유체화	군중^유체화		(群衆流滯化)	한^한		『사회 일반』		【2022년 12월 신어】
2023-0037	2023	군집자살	군집^자살		(群集自殺)	한^한		『사회 일반』		【2023년 2월 신어】
2023-0038	2023	그리드플레이션	그리드플레이션		(<영>greedflation)	영	「명」	『경제』		【2022년 6월 신어】
2023-0039	2023	근로자밥값지원법	근로자^밥값^지원법		(勤勞者밥값支援法)	한^고^한		『법률』		【2022년 7월 신어】
2023-0040	2023	근테크족	근테크-족		(筋<영>tech族)	(한+영)+한	「명」			【2023년 1월 신어】
2023-0041	2023	글로벌스톡테이크	글로벌^스톡테이크		(<영>global stocktake)	영^영		『환경』		【2023년 4월 신어】
2023-0042	2023	금리폭리방지법	금리^폭리^방지법		(金利暴利防止法)	한^한^한		『법률』		【2022년 7월 신어】
2023-0043	2023	금안계정	금안^계정		(金安計定)	한^한		『경제』		【2022년 7월 신어】
2023-0044	2023	금융교육진흥법	금융^교육^진흥법		(金融敎育振興法)	한^한^한		『법률』		【2023년 3월 신어】
2023-0045	2023	금융안정계정	금융^안정^계정		(金融安定計定)	한^한^한		『경제』		【2022년 7월 신어】
2023-0046	2023	기절근무표	기절 근무표		(氣絕勤務表)	한_한	「구」			【2023년 3월 신어】
2023-0047	2023	기초연금확대법	기초^연금^확대법		(基礎年金擴大法)	한^한^한		『법률』		【2022년 8월 신어】
2023-0048	2023	기프테크	기프테크		(<영>▼←gifticon tech)	영+영	「명」			【2022년 7월 신어】
2023-0049	2023	기회발전특구법	기회^발전^특구법		(機會發展特區法)	한^한^한		『법률』		【2023년 3월 신어】
2023-0050	2023	기후기술허브	기후^기술^허브		(氣候技術<영>hub)	한^한^영		『환경』		【2023년 4월 신어】
2023-0051	2023	기후배상	기후^배상		(氣候賠償)	한^한		『환경』		【2022년 9월 신어】
2023-0052	2023	기후보상금	기후^보상금		(氣候補償金)	한^한		『환경』		【2022년 7월 신어】
2023-0053	2023	기후플레이션	기후플레이션		(氣候<영>←inflation)	한+영	「명」	『경제』		【2023년 5월 신어】
2023-0054	2023	기후행동지수	기후^행동^지수		(氣候行動指數)	한^한^한		『환경』		【2023년 2월 신어】
2023-0055	2023	긴급벌채제도	긴급^벌채^제도		(緊急伐採制度)	한^한^한		『행정』		【2023년 4월 신어】
2023-0056	2023	길티팁	길티 팁		(<영>▼guilty tip)	영_영	「구」			【2023년 6월 신어】
2023-0057	2023	깊털	깊털		(<영>▼←gifticon털)	영+고	「명」			【2023년 5월 신어】
2023-0058	2023	깡통전세공공매입특별법	깡통^전세^공공^매입^특별법		(깡筒傳貰公共買入特別法)	(고+한)^한^한^한^한		『법률』		【2023년 3월 신어】
2023-0059	2023	꼬이직	꼬이직		(꼬移職)	고+한	「명」			【2022년 9월 신어】
2023-0060	2023	꾸웨액	꾸웨액			고	「동」			【2023년 3월 신어】
2023-0061	2023	나토베나토르폴리돈투스	나토베나토르^폴리돈투스		(<라>natovenator polydontus)	라^라		『동물』		【2022년 12월 신어】
2023-0062	2023	내비남공	내비남공		(내非남公)	고+한+고+한	「명」			【2023년 2월 신어】
2023-0063	2023	내집마련리츠주택	내^집^마련^리츠^주택		(내집마련<영>REITs住宅)	고^고^고^영^한		『복지』		【2022년 8월 신어】
2023-0064	2023	노면컬러안내선	노면 컬러 안내선		(路面<영>color案內線)	한_영_한	「구」			【2022년 10월 신어】
2023-0065	2023	노조방탄법	노조^방탄법		(勞組防彈法)	한^한		『법률』		【2022년 9월 신어】
2023-0066	2023	노주취자존	노 주취자 존		(<영>no酒醉者<영>zone)	영_한_영	「구」			【2022년 12월 신어】
2023-0067	2023	녹색항로	녹색^항로		(綠色航路)	한^한		『교통』		【2022년 10월 신어】
2023-0068	2023	녹색해운항로	녹색^해운^항로		(綠色海運航路)	한^한^한		『교통』		【2022년 7월 신어】
2023-0069	2023	농촌소멸기금	농촌^소멸^기금		(農村消滅基金)	한^한^한		『행정』		【2023년 2월 신어】
2023-0070	2023	농친자	농친자		(籠친者)	한+(고+한)	「명」			【2023년 2월 신어】
2023-0071	2023	누칼협	누칼협		(누칼脅)	고+한	「명」			【2022년 9월 신어】
2023-0072	2023	닭코야키	닭코야키		(닭<일>←takoya[蛸燒]ki)	고+일	「명」			【2022년 7월 신어】
2023-0073	2023	댕댕버스	댕댕 버스		(댕댕<영>bus)	고_영	「구」			【2023년 5월 신어】
2023-0074	2023	댕댕존	댕댕 존		(댕댕<영>zone)	고_영	「구」			【2023년 4월 신어】
2023-0075	2023	댕댕크루즈	댕댕 크루즈		(댕댕<영>cruise)	고_영	「구」			【2022년 8월 신어】
2023-0076	2023	댕수욕장	댕수욕장		(댕水浴場)	고+한	「명」			【2023년 5월 신어】
2023-0077	2023	도심복합개발지원법	도심^복합^개발^지원법		(都心複合開發支援法)	한^한^한^한		『법률』		【2022년 9월 신어】
2023-0078	2023	도심복합개발특별법	도심^복합^개발^특별법		(都心複合開發特別法)	한^한^한^한		『법률』		【2022년 7월 신어】
2023-0079	2023	돌친자	돌친자		(←Dolby친者)	영+(고+한)	「명」			【2022년 7월 신어】
2023-0080	2023	돼지게이터	돼지게이터		(돼지<영>←navigator)	고+영	「명」			【2022년 12월 신어】
2023-0081	2023	두더집	두더-집			고+고	「명」			【2023년 4월 신어】
2023-0082	2023	드링크플레이션	드링크플레이션		(<영>drinkflation)	영	「명」	『경제』		【2023년 6월 신어】
2023-0083	2023	디깅력	디깅-력		(<영>digging力)	영+한	「명」			【2023년 2월 신어】
2023-0084	2023	디시브레인	디시^브레인		(<영>dish brain)	영^영		『생명』		【2021년 12월 신어】
2023-0085	2023	디지털플랫폼재난	디지털^플랫폼^재난		(<영>digital platform災難)	영^영^한		『정보ㆍ통신』		【2022년 10월 신어】
2023-0086	2023	런플루언서	런플루언서		(<영>runfluencer)	영	「명」			【2023년 5월 신어】
2023-0087	2023	리셀러꾼	리셀러-꾼		(<영>reseller꾼)	영+고	「명」			【2022년 9월 신어】
2023-0088	2023	리퀴드소비	리퀴드 소비		(<영>liquid消費)	영_한	「구」			【2022년 12월 신어】
2023-0089	2023	마스크키핑족	마스크^키핑족		(<영>mask keeping族)	영^(영+한)		『보건 일반』		【2023년 1월 신어】
2023-0090	2023	맑눈광	맑눈광		(맑눈狂)	고+고+한	「명」			【2022년 9월 신어】
2023-0091	2023	맞폭	맞-폭		(맞暴)	고+한	「명」			【2023년 2월 신어】
2023-0092	2023	멍감님	멍감님		(멍監님)	고+(한+고)	「명」			【2022년 8월 신어】
2023-0093	2023	멍쉼터	멍-쉼터			고+고	「명」			【2022년 9월 신어】
2023-0094	2023	면플레이션	면플레이션		(麵<영>←inflation)	한+영	「명」	『경제』		【2023년 5월 신어】
2023-0095	2023	명절테크	명절 테크		(名節<영>←tech)	한_영	「구」	『경제』		【2022년 9월 신어】
2023-0096	2023	명품테크족	명품 테크족		(名品<영>tech族)	한_(영+한)	「구」			【2022년 6월 신어】
2023-0097	2023	무게샵	무게 샵		(무게<영>shop)	고_영	「구」			【2023년 2월 신어】
2023-0098	2023	무떡밥	무-떡밥		(無떡밥)	한+고	「명」			【2023년 5월 신어】
2023-0099	2023	무진동항온항습차	무진동^항온^항습^차		(無振動恒溫恒濕車)	한^한^한^한		『교통』		【2023년 6월 신어】
2023-0100	2023	문구카세	문구카세		(文具<일>←omaka[御任]se)	한+일	「명」			【2023년 1월 신어】
2023-0101	2023	문화워싱	문화^워싱		(文化<영>washing)	한^영		『정치』		【2023년 6월 신어】
2023-0102	2023	밀프렙족	밀 프렙족		(<영>▼meal prep族)	영_(영+한)	「구」			【2022년 7월 신어】
2023-0103	2023	바지임대인	바지 임대인		(바지賃貸人)	고_한	「구」			【2022년 9월 신어】
2023-0104	2023	반강성고정술	반강성^고정술		(反剛性固定術)	한^한		『의학』		【2022년 10월 신어】
2023-0105	2023	반도체산업강화법	반도체^산업^강화법		(半導體産業強化法)	한^한^한		『법률』		【2022년 8월 신어】
2023-0106	2023	반세권	반세권		(半勢圈)	한+한	「명」			【2023년 3월 신어】
2023-0107	2023	발레코어	발레코어		(<영>balletcore)	영	「명」	『복식』		【2023년 2월 신어】
2023-0108	2023	뱀서라이크	뱀서-라이크		(<영>←vampire survivors like)	영+영	「명」			【2022년 11월 신어】
2023-0109	2023	뱅보드차트	뱅보드^차트		(<영>←bank board chart)	영^영		『경제』		【2022년 10월 신어】
2023-0110	2023	뱅크데믹	뱅크데믹		(<영>bankdemic)	영	「명」	『경제』		【2023년 3월 신어】
2023-0111	2023	버거플레이션	버거플레이션		(<영>burgerflation)	영	「명」	『경제』		【2022년 7월 신어】
2023-0112	2023	법사완박	법사완박		(法司完剝)	한+한+한+한	「명」			【2023년 1월 신어】
2023-0113	2023	벤버지	벤버지		(←Bento버지)	포+고	「명」			【2022년 11월 신어】
2023-0114	2023	부모돌봄법	부모^돌봄법		(父母돌봄法)	한^(고+한)		『법률』		【2023년 3월 신어】
2023-0115	2023	부분근로자대표제	부분^근로자^대표제		(部分勤勞者代表制)	한^한^한		『행정』		【2022년 10월 신어】
2023-0116	2023	불법일임투자	불법^일임^투자		(不法一任投資)	한^한^한		『경제』		【2023년 5월 신어】
2023-0117	2023	불법파업보장법	불법^파업^보장법		(不法罷業保障法)	한^한^한		『법률』		【2022년 11월 신어】
2023-0118	2023	불법파업조장법	불법^파업^조장법		(不法罷業助長法)	한^한^한		『법률』		【2022년 9월 신어】
2023-0119	2023	블록코어룩	블록코어^룩		(<영>blokecore look)	영^영		『복식』		【2023년 1월 신어】
2023-0120	2023	빅테크족	빅테크-족		(<영>big tech族)	영+한	「명」			【2022년 5월 신어】
2023-0121	2023	빵플레이션	빵플레이션		(빵<영>←inflation)	고+영	「명」	『경제』		【2022년 7월 신어】
2023-0122	2023	사막캉스	사막캉스		(沙漠<프>←vacance)	한+프	「명」			【2022년 9월 신어】
2023-0123	2023	사이버도화살	사이버 도화살		(<영>cyber桃花煞)	영_한	「구」			【2023년 2월 신어】
2023-0124	2023	사회서비스진흥법	사회^서비스^진흥법		(社會<영>service振興法)	한^한^한		『법률』		【2023년 2월 신어】
2023-0125	2023	산업평화보장법	산업^평화^보장법		(産業平和保障法)	한^한^한		『법률』		【2022년 11월 신어】
2023-0126	2023	상대적불평등지수	상대적^불평등^지수		(相對的不平等指數)	한^한^한		『경제』		【2023년 5월 신어】
2023-0127	2023	상추테크	상추 테크		(상추<영>tech)	고_영	「구」			【2022년 7월 신어】
2023-0128	2023	새드팝	새드^팝		(<영>sad pop)	영^영		『음악』		【2023년 3월 신어】
2023-0129	2023	생성에이아이	생성^에이아이		(生成<영>AI)	한^영		『정보ㆍ통신』		【2023년 2월 신어】
2023-0130	2023	생성형에이아이	생성형^에이아이		(生成型<영>AI)	한^영		『정보ㆍ통신』		【2023년 4월 신어】
2023-0131	2023	생체직교화학	생체^직교^화학		(生體直交化學)	한^한^한		『화학』		【2022년 10월 신어】
2023-0132	2023	선가후고	선가후고		(先加後苦)	한+한+한+한	「명」			【2022년 12월 신어】
2023-0133	2023	세계구매자지수	세계^구매자^지수		(世界購買者指數)	한^한^한		『경제』		【2023년 1월 신어】
2023-0134	2023	센타고	센타고		(<영>←center高)	영+한	「명」			【2023년 2월 신어】
2023-0135	2023	센타백	센타백		(<영>←center back-up)	영+영	「명」			【2023년 2월 신어】
2023-0136	2023	셀프세일	셀프 세일		(<영>self sale)	영_영	「구」			【2022년 7월 신어】
2023-0137	2023	소뇌력	소뇌-력		(小腦力)	한+한	「명」			【2022년 12월 신어】
2023-0138	2023	소득동질혼	소득 동질혼		(所得同質婚)	한_한	「구」			【2023년 1월 신어】
2023-0139	2023	속튀	속-튀			고+고	「명」			【2022년 9월 신어】
2023-0140	2023	솔리드소비	솔리드 소비		(<영>solid消費)	영_한	「구」			【2023년 1월 신어】
2023-0141	2023	쇼트폴리오	쇼트폴리오		(<영>▼short←portfolio)	영+영	「명」			【2023년 5월 신어】
2023-0142	2023	숄칭	숄칭		(<영>Scholzing)	영	「명」			【2023년 4월 신어】
2023-0143	2023	순환경제기본계획	순환^경제^기본^계획		(循環經濟基本計劃)	한^한^한^한		『경제』		【2023년 3월 신어】
2023-0144	2023	술플레이션	술플레이션		(술<영>←inflation)	고+영	「명」	『경제』		【2023년 2월 신어】
2023-0145	2023	술피뎀	술피뎀		(술<영>zolpidem)	고+영	「명」			【2023년 4월 신어】
2023-0146	2023	쉴금	쉴-금		(쉴金)	고+한	「명」			【2023년 6월 신어】
2023-0147	2023	슈거플레이션	슈거플레이션		(<영>sugarflation)	영	「명」	『경제』		【2023년 2월 신어】
2023-0148	2023	슈즈코드	슈즈 코드		(<영>shoes code)	영_영	「구」			【2022년 8월 신어】
2023-0149	2023	스키니피케이션	스키니피케이션		(<영>skinification)	영	「명」	『복식』		【2022년 7월 신어】
2023-0150	2023	스팸지수	스팸 지수		(SPAM指數)	영_한	「구」			【2023년 1월 신어】
2023-0151	2023	시보완박	시보완박		(時報完剝)	한+한+한+한	「명」			【2022년 7월 신어】
2023-0152	2023	신속회생추진법	신속^회생^추진법		(迅速回生推進法)	한^한^한		『법률』		【2022년 9월 신어】
2023-0153	2023	신용상승격려금	신용^상승^격려금		(信用上昇激勵金)	한^한^한		『행정』		【2023년 4월 신어】
2023-0154	2023	신파포비아	신파 포비아		(新派<영>phobia)	한_영	「구」			【2022년 8월 신어】
2023-0155	2023	신파프레임	신파 프레임		(新派<영>frame)	한_영	「구」			【2022년 8월 신어】
2023-0156	2023	실감문화공간	실감^문화^공간		(實感文化空間)	한^한^한		『사회 일반』		【2022년 8월 신어】
2023-0157	2023	심야호출비	심야 호출비		(深夜呼出費)	한_한	「구」			【2022년 8월 신어】
2023-0158	2023	쌀값정상화법	쌀값^정상화법		(쌀값正常化法)	고^한		『법률』		【2022년 8월 신어】
2023-0159	2023	쌉극혐	쌉-극혐		(쌉極嫌)	고+한	「명」			【2023년 1월 신어】
2023-0160	2023	썰스포츠	썰 스포츠		(←說<영>sports)	한_영	「구」			【2022년 11월 신어】
2023-0161	2023	아기기후소송	아기^기후^소송		(아기氣候訴訟)	고^한^한		『환경』		【2022년 4월 신어】
2023-0162	2023	아빠찬스위원회	아빠 찬스 위원회		(아빠<영>chance委員會)	고_영_한	「구」			【2023년 5월 신어】
2023-0163	2023	아트테크족	아트 테크족		(<영>art tech族)	영_(영+한)	「구」			【2022년 7월 신어】
2023-0164	2023	안심거래존	안심 거래 존		(安心去來<영>zone)	한_한_영	「구」			【2023년 5월 신어】
2023-0165	2023	안심임대인인증서	안심^임대인^인증서		(安心賃貸人認證書)	한^한^한		『행정』		【2023년 5월 신어】
2023-0166	2023	안심전세앱	안심^전세^앱		(安心傳貰<영>app)	한^한^영		『정보ㆍ통신』		【2022년 9월 신어】
2023-0167	2023	안심전세포털	안심^전세^포털		(安心傳貰<영>portal)	한^한^영		『정보ㆍ통신』		【2023년 4월 신어】
2023-0168	2023	안트로포퀴나스	안트로포퀴나스		(<영>anthropoquinas)	영	「명」	『지구』		【2023년 4월 신어】
2023-0169	2023	안티스티어링	안티스티어링		(<영>antisteering)	영	「명」	『정보ㆍ통신』		【2022년 12월 신어】
2023-0170	2023	안티인스타	안티^인스타		(<영>anti←Instagram)	영^영		『사회 일반』		【2022년 7월 신어】
2023-0171	2023	알고스피크	알고스피크		(<영>algospeak)	영	「명」	『정보ㆍ통신』		【2022년 12월 신어】
2023-0172	2023	알만추	알만추		(<영>←algorism만追)	영+고+한	「명」			【2022년 12월 신어】
2023-0173	2023	알빠노	알빠노			고+고+고	「명」			【2022년 10월 신어】
2023-0174	2023	알빠임	알빠임			고+고+고	「명」			【2022년 12월 신어】
2023-0175	2023	알줍	알-줍			고+고	「명」			【2023년 2월 신어】
2023-0176	2023	암석플라스틱	암석^플라스틱		(巖石<영>plastic)	한^영		『지구』		【2023년 4월 신어】
2023-0177	2023	압축소멸	압축^소멸		(壓縮掃滅)	한^한		『경제』		【2023년 4월 신어】
2023-0178	2023	애사비	애사비		(<영>←apple cider vinegar)	영+영+영	「명」			【2023년 4월 신어】
2023-0179	2023	앱만추	앱만추		(<영>app만追)	영+고+한	「명」			【2023년 4월 신어】
2023-0180	2023	야간공화국	야간 공화국		(夜間共和國)	한_한	「구」			【2023년 3월 신어】
2023-0181	2023	약자동행지수	약자^동행^지수		(弱者同行指數)	한^한^한		『행정』		【2022년 6월 신어】
2023-0182	2023	양곡공산화법	양곡^공산화법		(糧穀共産化法)	한^한		『법률』		【2022년 10월 신어】
2023-0183	2023	양곡처리법	양곡^처리법		(糧穀處理法)	한^한		『법률』		【2022년 9월 신어】
2023-0184	2023	어통령	어통령		(어統領)	고+한	「명」			【2022년 3월 신어】
2023-0185	2023	억빠	억빠			고+고	「명」			【2022년 7월 신어】
2023-0186	2023	얼리케어족	얼리 케어족		(<영>▼early care族)	영_(영+한)	「구」			【2022년 4월 신어】
2023-0187	2023	얼죽크	얼죽크		(얼죽<영>←cropped)	고+고+영	「명」			【2022년 11월 신어】
2023-0188	2023	얼죽크족	얼죽크-족		(얼죽<영>←cropped T族)	(고+고+영)+한	「명」			【2022년 12월 신어】
2023-0189	2023	에바스증후군	에바스^증후군		(<영>EVAS症候群)	영^한		『의학』		【2022년 11월 신어】
2023-0190	2023	에소바	에소바		(<영>←espresso bar)	영+영	「명」			【2022년 9월 신어】
2023-0191	2023	에이지빌리티	에이지빌리티		(<영>age←ability)	영+영	「명」	『사회 일반』		【2023년 5월 신어】
2023-0192	2023	에피슈머	에피슈머		(<영>←efficient←consumer)	영+영	「명」	『경제』		【2023년 2월 신어】
2023-0193	2023	엔극화	엔극-화		(<영>n極化)	(영+한)+한	「명」			【2023년 5월 신어】
2023-0194	2023	엔테크족	엔테크-족		(<일>en[円]<영>tech族)	(일+영)+한	「명」			【2023년 1월 신어】
2023-0195	2023	연개특위	연개특위		(年改特委)	한+한+한+한	「명」	『정치』		【2022년 7월 신어】
2023-0196	2023	열대림생태학	열대림^생태학		(熱帶林生態學)	한^한		『생명』		【2023년 6월 신어】
2023-0197	2023	영끌푸어족	영끌 푸어족		(靈끌<영>poor族)	(한+고)_(영+한)	「구」			【2022년 10월 신어】
